Kategori,Nama Produk,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Parkir,Parkir Sekolah,parkir sekolah,parkir sekolah,parkir sekolah,2.0,2.0,0.0,0.0
Parkir,Parkir Kantor,parkir kantor,parkir kantor,parkir kantor,2.0,2.0,0.0,0.0
Parkir,Parkir Mall,parkir mall,parkir mall,parkir mall,2.0,2.0,0.0,0.0
Parkir,Parkir Pasar,parkir pasar,parkir,parkir,2.0,1.0,1.0,50.0
Parkir,Parkir Rumah Sakit,parkir rumah sakit,parkir rumah,parkir rumah,3.0,2.0,1.0,33.3
Parkir,Parkir Hotel,parkir hotel,parkir hotel,parkir hotel,2.0,2.0,0.0,0.0
Parkir,Parkir Restoran,parkir restoran,parkir restoran,parkir restoran,2.0,2.0,0.0,0.0
Parkir,Parkir Apartemen,parkir apartemen,parkir apartemen,parkir apartemen,2.0,2.0,0.0,0.0
Parkir,Parkir Perumahan,parkir perumahan,parkir perumahan,parkir rumah,2.0,2.0,0.0,0.0
Parkir,Parkir Stadion,parkir stadion,parkir stadion,parkir stadion,2.0,2.0,0.0,0.0
Parkir,Parkir Bandara,parkir bandara,parkir bandara,parkir bandara,2.0,2.0,0.0,0.0
Parkir,Parkir Stasiun,parkir stasiun,parkir stasiun,parkir stasiun,2.0,2.0,0.0,0.0
Parkir,Parkir Terminal,parkir terminal,parkir terminal,parkir terminal,2.0,2.0,0.0,0.0
Parkir,Parkir Pelabuhan,parkir pelabuhan,parkir pelabuhan,parkir labuh,2.0,2.0,0.0,0.0
Parkir,Parkir Tempat Wisata,parkir tempat wisata,parkir wisata,parkir wisata,3.0,2.0,1.0,33.3
Parkir,Parkir Gedung,parkir gedung,parkir gedung,parkir gedung,2.0,2.0,0.0,0.0
Parkir,Parkir Basement,parkir basement,parkir basement,parkir basement,2.0,2.0,0.0,0.0
Parkir,Parkir Rooftop,parkir rooftop,parkir rooftop,parkir rooftop,2.0,2.0,0.0,0.0
Parkir,Parkir Pinggir Jalan,parkir pinggir jalan,parkir pinggir jalan,parkir pinggir jalan,3.0,3.0,0.0,0.0
Parkir,Parkir Area Publik,parkir area publik,parkir area publik,parkir area publik,3.0,3.0,0.0,0.0
Parkir,Parkir VIP,parkir vip,parkir vip,parkir vip,2.0,2.0,0.0,0.0
Parkir,Valet Parking,valet parking,valet parking,valet parking,2.0,2.0,0.0,0.0
Parkir,Parkir Inap,parkir inap,parkir inap,parkir inap,2.0,2.0,0.0,0.0
Parkir,Parkir Harian,parkir harian,parkir harian,parkir hari,2.0,2.0,0.0,0.0
Parkir,Parkir Mingguan,parkir mingguan,parkir mingguan,parkir minggu,2.0,2.0,0.0,0.0
Parkir,Parkir Bulanan,parkir bulanan,parkir bulanan,parkir bulan,2.0,2.0,0.0,0.0
Parkir,Parkir Tahunan,parkir tahunan,parkir tahunan,parkir tahun,2.0,2.0,0.0,0.0
Parkir,Parkir Langganan,parkir langganan,parkir langganan,parkir langgan,2.0,2.0,0.0,0.0
Parkir,Parkir Event,parkir event,parkir event,parkir event,2.0,2.0,0.0,0.0
Parkir,Parkir Konser,parkir konser,parkir konser,parkir konser,2.0,2.0,0.0,0.0
Parkir,Parkir Pameran,parkir pameran,parkir pameran,parkir pamer,2.0,2.0,0.0,0.0
Parkir,Parkir Car Free Day,parkir car free day,parkir car day,parkir car day,4.0,3.0,1.0,25.0
Parkir,Parkir Transit,parkir transit,parkir transit,parkir transit,2.0,2.0,0.0,0.0
Parkir,Park and Ride,park and ride,park and ride,park and ride,3.0,3.0,0.0,0.0
Parkir,Parkir Rest Area,parkir rest area,parkir rest area,parkir rest area,3.0,3.0,0.0,0.0
Parkir,Parkir Tol,parkir tol,parkir tol,parkir tol,2.0,2.0,0.0,0.0
Parkir,Parkir Wisata,parkir wisata,parkir wisata,parkir wisata,2.0,2.0,0.0,0.0
Parkir,Parkir Kendaraan Listrik,parkir kendaraan listrik,parkir kendaraan listrik,parkir kendara listrik,3.0,3.0,0.0,0.0
Parkir,Charging + Parking,charging parking,charging parking,charging parking,3.0,2.0,1.0,33.3
Parkir,Parkir Disabilitas,parkir disabilitas,parkir disabilitas,parkir disabilitas,2.0,2.0,0.0,0.0
Parkir,Parkir Keluarga,parkir keluarga,parkir keluarga,parkir keluarga,2.0,2.0,0.0,0.0
Parkir,Parkir Khusus Wanita,parkir khusus wanita,parkir,parkir,3.0,1.0,2.0,66.7
Parkir,Parkir Online Booking,parkir online booking,parkir booking,parkir booking,3.0,2.0,1.0,33.3
Parkir,Smart Parking,smart parking,smart parking,smart parking,2.0,2.0,0.0,0.0
Parkir,E-Parking,eparking,eparking,eparking,1.0,1.0,0.0,0.0
Parkir,Parkir Tunai,parkir tunai,parkir tunai,parkir tunai,2.0,2.0,0.0,0.0
Parkir,Parkir QRIS,parkir qris,parkir qris,parkir qris,2.0,2.0,0.0,0.0
Parkir,Parkir E-Money,parkir emoney,parkir emoney,parkir emoney,2.0,2.0,0.0,0.0
Parkir,Parkir Tap Card,parkir tap card,parkir tap card,parkir tap card,3.0,3.0,0.0,0.0
Parkir,Denda Parkir,denda parkir,denda parkir,denda parkir,2.0,2.0,0.0,0.0
Parkir,Tilang Parkir,tilang parkir,tilang parkir,tilang parkir,2.0,2.0,0.0,0.0
Parkir,Biaya Derek,biaya derek,biaya derek,biaya derek,2.0,2.0,0.0,0.0
Parkir,Titip Kendaraan,titip kendaraan,titip kendaraan,titip kendara,2.0,2.0,0.0,0.0
Parkir,Garasi Sewa,garasi sewa,garasi sewa,garasi sewa,2.0,2.0,0.0,0.0
Parkir,Parkir Motor Premium,parkir motor premium,parkir motor,parkir motor,3.0,2.0,1.0,33.3
Parkir,Parkir Mobil Premium,parkir mobil premium,parkir,parkir,3.0,1.0,2.0,66.7
Parkir,Parkir Kendaraan Besar,parkir kendaraan besar,parkir kendaraan,parkir kendara,3.0,2.0,1.0,33.3
Parkir,Parkir Sepeda Listrik,parkir sepeda listrik,parkir sepeda listrik,parkir sepeda listrik,3.0,3.0,0.0,0.0
Parkir,Parkir Ojek Online,parkir ojek online,parkir ojek,parkir ojek,3.0,2.0,1.0,33.3
Parkir,Parkir Taksi,parkir taksi,parkir taksi,parkir taksi,2.0,2.0,0.0,0.0
Parkir,Parkir Armada,parkir armada,parkir armada,parkir armada,2.0,2.0,0.0,0.0
Parkir,Parkir Logistik,parkir logistik,parkir logistik,parkir logistik,2.0,2.0,0.0,0.0
Parkir,Parkir Drop Off,parkir drop off,parkir drop off,parkir drop off,3.0,3.0,0.0,0.0
Parkir,Parkir Pick Up,parkir pick up,parkir pick up,parkir pick up,3.0,3.0,0.0,0.0
Parkir,Parkir 1 Jam,parkir jam,parkir jam,parkir jam,3.0,2.0,1.0,33.3
Parkir,Parkir 2 Jam,parkir jam,parkir jam,parkir jam,3.0,2.0,1.0,33.3
Parkir,Parkir Overnight,parkir overnight,parkir overnight,parkir overnight,2.0,2.0,0.0,0.0
Parkir,Parkir Akhir Pekan,parkir akhir pekan,parkir pekan,parkir pekan,3.0,2.0,1.0,33.3
Parkir,Parkir Hari Libur,parkir hari libur,parkir libur,parkir libur,3.0,2.0,1.0,33.3
Parkir,Parkir Musiman,parkir musiman,parkir musiman,parkir musim,2.0,2.0,0.0,0.0
Parkir,Parkir Khusus Member,parkir khusus member,parkir member,parkir member,3.0,2.0,1.0,33.3
Parkir,Parkir Reservasi,parkir reservasi,parkir reservasi,parkir reservasi,2.0,2.0,0.0,0.0
Parkir,Parkir Darurat,parkir darurat,parkir darurat,parkir darurat,2.0,2.0,0.0,0.0
Parkir,Parkir Sementara,parkir sementara,parkir,parkir,2.0,1.0,1.0,50.0
Parkir,Parkir Karyawan,parkir karyawan,parkir karyawan,parkir karyawan,2.0,2.0,0.0,0.0
Parkir,Parkir Tenant,parkir tenant,parkir tenant,parkir tenant,2.0,2.0,0.0,0.0
Parkir,Parkir Pengunjung,parkir pengunjung,parkir pengunjung,parkir unjung,2.0,2.0,0.0,0.0
Parkir,Parkir Loading Zone,parkir loading zone,parkir loading zone,parkir loading zone,3.0,3.0,0.0,0.0
Parkir,Parkir Bongkar Muat,parkir bongkar muat,parkir bongkar muat,parkir bongkar muat,3.0,3.0,0.0,0.0
Parkir,Parkir Bus Pariwisata,parkir bus pariwisata,parkir bus pariwisata,parkir bus pariwisata,3.0,3.0,0.0,0.0
Parkir,Parkir Travel,parkir travel,parkir travel,parkir travel,2.0,2.0,0.0,0.0
Parkir,Parkir Shuttle,parkir shuttle,parkir shuttle,parkir shuttle,2.0,2.0,0.0,0.0
Parkir,Parkir Sepeda Motor Listrik,parkir sepeda motor listrik,parkir sepeda motor listrik,parkir sepeda motor listrik,4.0,4.0,0.0,0.0
Parkir,Parkir Mobil Listrik,parkir mobil listrik,parkir listrik,parkir listrik,3.0,2.0,1.0,33.3
Parkir,Parkir Hybrid,parkir hybrid,parkir hybrid,parkir hybrid,2.0,2.0,0.0,0.0
Parkir,Parkir Area Hijau,parkir area hijau,parkir area,parkir area,3.0,2.0,1.0,33.3
Parkir,Parkir Hemat,parkir hemat,parkir,parkir,2.0,1.0,1.0,50.0
Parkir,Parkir Lainnya,parkir lainnya,parkir,parkir,2.0,1.0,1.0,50.0
Ride Hailing,Gojek Bike,gojek bike,gojek bike,gojek bike,2.0,2.0,0.0,0.0
Ride Hailing,Gojek Car,gojek car,gojek car,gojek car,2.0,2.0,0.0,0.0
Ride Hailing,GoRide,goride,goride,goride,1.0,1.0,0.0,0.0
Ride Hailing,GoCar,gocar,gocar,gocar,1.0,1.0,0.0,0.0
Ride Hailing,GoCar Luxe,gocar luxe,gocar luxe,gocar luxe,2.0,2.0,0.0,0.0
Ride Hailing,GoBluebird,gobluebird,gobluebird,gobluebird,1.0,1.0,0.0,0.0
Ride Hailing,Grab Bike,grab bike,grab bike,grab bike,2.0,2.0,0.0,0.0
Ride Hailing,Grab Car,grab car,grab car,grab car,2.0,2.0,0.0,0.0
Ride Hailing,GrabCar Plus,grabcar plus,grabcar,grabcar,2.0,1.0,1.0,50.0
Ride Hailing,GrabCar Premium,grabcar premium,grabcar,grabcar,2.0,1.0,1.0,50.0
Ride Hailing,GrabTaxi,grabtaxi,grabtaxi,grabtaxi,1.0,1.0,0.0,0.0
Ride Hailing,GrabRent,grabrent,grabrent,grabrent,1.0,1.0,0.0,0.0
Ride Hailing,Maxim Bike,maxim bike,maxim bike,maxim bike,2.0,2.0,0.0,0.0
Ride Hailing,Maxim Car,maxim car,maxim car,maxim car,2.0,2.0,0.0,0.0
Ride Hailing,Maxim Delivery Ride,maxim delivery ride,maxim delivery ride,maxim delivery ride,3.0,3.0,0.0,0.0
Ride Hailing,InDrive Bike,indrive bike,indrive bike,indrive bike,2.0,2.0,0.0,0.0
Ride Hailing,InDrive Car,indrive car,indrive car,indrive car,2.0,2.0,0.0,0.0
Ride Hailing,Bluebird App Ride,bluebird app ride,bluebird app ride,bluebird app ride,3.0,3.0,0.0,0.0
Ride Hailing,Taxi Online,taxi online,taxi,taxi,2.0,1.0,1.0,50.0
Ride Hailing,Taxi Premium Online,taxi premium online,taxi,taxi,3.0,1.0,2.0,66.7
Ride Hailing,Carpool Ride,carpool ride,carpool ride,carpool ride,2.0,2.0,0.0,0.0
Ride Hailing,Ride Sharing,ride sharing,ride sharing,ride sharing,2.0,2.0,0.0,0.0
Ride Hailing,Pooling Ride,pooling ride,pooling ride,pooling ride,2.0,2.0,0.0,0.0
Ride Hailing,Women Only Ride,women only ride,women only ride,women only ride,3.0,3.0,0.0,0.0
Ride Hailing,Family Ride,family ride,family ride,family ride,2.0,2.0,0.0,0.0
Ride Hailing,Executive Ride,executive ride,executive ride,executive ride,2.0,2.0,0.0,0.0
Ride Hailing,Priority Ride,priority ride,priority ride,priority ride,2.0,2.0,0.0,0.0
Ride Hailing,XL Vehicle Ride,xl vehicle ride,vehicle ride,vehicle ride,3.0,2.0,1.0,33.3
Ride Hailing,Van Ride,van ride,van ride,van ride,2.0,2.0,0.0,0.0
Ride Hailing,SUV Ride,suv ride,suv ride,suv ride,2.0,2.0,0.0,0.0
Ride Hailing,EV Ride,ev ride,ev ride,ev ride,2.0,2.0,0.0,0.0
Ride Hailing,Motor Listrik Ride,motor listrik ride,motor listrik ride,motor listrik ride,3.0,3.0,0.0,0.0
Ride Hailing,Airport Transfer,airport transfer,airport transfer,airport transfer,2.0,2.0,0.0,0.0
Ride Hailing,Station Transfer,station transfer,station transfer,station transfer,2.0,2.0,0.0,0.0
Ride Hailing,Hotel Transfer,hotel transfer,hotel transfer,hotel transfer,2.0,2.0,0.0,0.0
Ride Hailing,Shuttle Ride,shuttle ride,shuttle ride,shuttle ride,2.0,2.0,0.0,0.0
Ride Hailing,City Tour Ride,city tour ride,city tour ride,city tour ride,3.0,3.0,0.0,0.0
Ride Hailing,Hourly Booking,hourly booking,hourly booking,hourly booking,2.0,2.0,0.0,0.0
Ride Hailing,Daily Booking,daily booking,daily booking,daily booking,2.0,2.0,0.0,0.0
Ride Hailing,Weekly Booking,weekly booking,weekly booking,weekly booking,2.0,2.0,0.0,0.0
Ride Hailing,Subscription Ride,subscription ride,subscription ride,subscription ride,2.0,2.0,0.0,0.0
Ride Hailing,Corporate Ride,corporate ride,corporate ride,corporate ride,2.0,2.0,0.0,0.0
Ride Hailing,Student Ride,student ride,student ride,student ride,2.0,2.0,0.0,0.0
Ride Hailing,Promo Ride,promo ride,ride,ride,2.0,1.0,1.0,50.0
Ride Hailing,Shared Bike Ride,shared bike ride,shared bike ride,shared bike ride,3.0,3.0,0.0,0.0
Ride Hailing,Shared Car Ride,shared car ride,shared car ride,shared car ride,3.0,3.0,0.0,0.0
Ride Hailing,Late Night Ride,late night ride,late night ride,late night ride,3.0,3.0,0.0,0.0
Ride Hailing,Emergency Ride,emergency ride,emergency ride,emergency ride,2.0,2.0,0.0,0.0
Ride Hailing,Pet Friendly Ride,pet friendly ride,pet friendly ride,pet friendly ride,3.0,3.0,0.0,0.0
Ride Hailing,Child Seat Ride,child seat ride,child seat ride,child seat ride,3.0,3.0,0.0,0.0
Ride Hailing,Parcel + Ride,parcel ride,parcel ride,parcel ride,3.0,2.0,1.0,33.3
Ride Hailing,Intercity Ride,intercity ride,intercity ride,intercity ride,2.0,2.0,0.0,0.0
Ride Hailing,Ride to Work,ride to work,ride to work,ride to work,3.0,3.0,0.0,0.0
Ride Hailing,Ride to Campus,ride to campus,ride to campus,ride to campus,3.0,3.0,0.0,0.0
Ride Hailing,Ride to Mall,ride to mall,ride to mall,ride to mall,3.0,3.0,0.0,0.0
Ride Hailing,Ride to Hospital,ride to hospital,ride to hospital,ride to hospital,3.0,3.0,0.0,0.0
Ride Hailing,Ride to Event,ride to event,ride to event,ride to event,3.0,3.0,0.0,0.0
Ride Hailing,Ride Return Trip,ride return trip,ride return trip,ride return trip,3.0,3.0,0.0,0.0
Ride Hailing,Multi Stop Ride,multi stop ride,multi stop ride,multi stop ride,3.0,3.0,0.0,0.0
Ride Hailing,Scheduled Ride,scheduled ride,scheduled ride,scheduled ride,2.0,2.0,0.0,0.0
Ride Hailing,Instant Ride,instant ride,instant ride,instant ride,2.0,2.0,0.0,0.0
Ride Hailing,Ride Voucher,ride voucher,ride,ride,2.0,1.0,1.0,50.0
Ride Hailing,Ride Cashback,ride cashback,ride,ride,2.0,1.0,1.0,50.0
Ride Hailing,Luxury Sedan Ride,luxury sedan ride,luxury sedan ride,luxury sedan ride,3.0,3.0,0.0,0.0
Ride Hailing,MPV Ride,mpv ride,mpv ride,mpv ride,2.0,2.0,0.0,0.0
Ride Hailing,Pickup Ride,pickup ride,pickup ride,pickup ride,2.0,2.0,0.0,0.0
Ride Hailing,Tourism Ride,tourism ride,tourism ride,tourism ride,2.0,2.0,0.0,0.0
Ride Hailing,Weekend Ride,weekend ride,weekend ride,weekend ride,2.0,2.0,0.0,0.0
Ride Hailing,Holiday Ride,holiday ride,holiday ride,holiday ride,2.0,2.0,0.0,0.0
Ride Hailing,Monthly Ride Pass,monthly ride pass,monthly ride pass,monthly ride pass,3.0,3.0,0.0,0.0
Ride Hailing,Eco Ride,eco ride,ride,ride,2.0,1.0,1.0,50.0
Ride Hailing,Green Ride,green ride,green ride,green ride,2.0,2.0,0.0,0.0
Ride Hailing,Female Driver Ride,female driver ride,female driver ride,female driver ride,3.0,3.0,0.0,0.0
Ride Hailing,Senior Friendly Ride,senior friendly ride,friendly ride,friendly ride,3.0,2.0,1.0,33.3
Ride Hailing,Accessible Ride,accessible ride,accessible ride,accessible ride,2.0,2.0,0.0,0.0
Ride Hailing,Wheelchair Ride,wheelchair ride,wheelchair ride,wheelchair ride,2.0,2.0,0.0,0.0
Ride Hailing,Premium Bike Ride,premium bike ride,bike ride,bike ride,3.0,2.0,1.0,33.3
Ride Hailing,Fast Pickup Ride,fast pickup ride,fast pickup ride,fast pickup ride,3.0,3.0,0.0,0.0
Ride Hailing,Long Distance Ride,long distance ride,long distance ride,long distance ride,3.0,3.0,0.0,0.0
Ride Hailing,Short Distance Ride,short distance ride,short distance ride,short distance ride,3.0,3.0,0.0,0.0
Ride Hailing,Peak Hour Ride,peak hour ride,peak hour ride,peak hour ride,3.0,3.0,0.0,0.0
Ride Hailing,Non Peak Ride,non peak ride,non peak ride,non peak ride,3.0,3.0,0.0,0.0
Ride Hailing,Night Surge Ride,night surge ride,night surge ride,night surge ride,3.0,3.0,0.0,0.0
Ride Hailing,Rainy Day Ride,rainy day ride,rainy day ride,rainy day ride,3.0,3.0,0.0,0.0
Ride Hailing,VIP Transfer,vip transfer,vip transfer,vip transfer,2.0,2.0,0.0,0.0
Ride Hailing,Event Shuttle Ride,event shuttle ride,event shuttle ride,event shuttle ride,3.0,3.0,0.0,0.0
Ride Hailing,Ride Membership,ride membership,ride membership,ride membership,2.0,2.0,0.0,0.0
Ride Hailing,Rental with Driver,rental with driver,rental with driver,rental with driver,3.0,3.0,0.0,0.0
Ride Hailing,Smart Ride,smart ride,smart ride,smart ride,2.0,2.0,0.0,0.0
Ride Hailing,Ride Credits,ride credits,ride credits,ride credits,2.0,2.0,0.0,0.0
Ride Hailing,Ride Lainnya,ride lainnya,ride,ride,2.0,1.0,1.0,50.0
Ride Hailing,Gojek Motor,gojek motor,gojek motor,gojek motor,2.0,2.0,0.0,0.0
Ride Hailing,Gojek Mobil,gojek mobil,gojek,gojek,2.0,1.0,1.0,50.0
Ride Hailing,GoCar Mewah,gocar mewah,gocar,gocar,2.0,1.0,1.0,50.0
Ride Hailing,Grab Motor,grab motor,grab motor,grab motor,2.0,2.0,0.0,0.0
Ride Hailing,Grab Mobil,grab mobil,grab,grab,2.0,1.0,1.0,50.0
Ride Hailing,Grab Mobil Plus,grab mobil plus,grab,grab,3.0,1.0,2.0,66.7
Ride Hailing,Grab Mobil Premium,grab mobil premium,grab,grab,3.0,1.0,2.0,66.7
Ride Hailing,Grab Taksi,grab taksi,grab taksi,grab taksi,2.0,2.0,0.0,0.0
Ride Hailing,Grab Sewa,grab sewa,grab sewa,grab sewa,2.0,2.0,0.0,0.0
Ride Hailing,Maxim Motor,maxim motor,maxim motor,maxim motor,2.0,2.0,0.0,0.0
Ride Hailing,Maxim Mobil,maxim mobil,maxim,maxim,2.0,1.0,1.0,50.0
Ride Hailing,Maxim Antar Barang + Penumpang,maxim antar barang penumpang,maxim barang penumpang,maxim barang tumpang,5.0,3.0,2.0,40.0
Ride Hailing,InDrive Motor,indrive motor,indrive motor,indrive motor,2.0,2.0,0.0,0.0
Ride Hailing,InDrive Mobil,indrive mobil,indrive,indrive,2.0,1.0,1.0,50.0
Ride Hailing,Bluebird Aplikasi,bluebird aplikasi,bluebird aplikasi,bluebird aplikasi,2.0,2.0,0.0,0.0
Ride Hailing,Taksi Online,taksi online,taksi,taksi,2.0,1.0,1.0,50.0
Ride Hailing,Taksi Premium Online,taksi premium online,taksi,taksi,3.0,1.0,2.0,66.7
Ride Hailing,Nebeng Mobil,nebeng mobil,nebeng,nebeng,2.0,1.0,1.0,50.0
Ride Hailing,Berbagi Tumpangan,berbagi tumpangan,berbagi tumpangan,bagi tumpang,2.0,2.0,0.0,0.0
Ride Hailing,Tumpangan Gabungan,tumpangan gabungan,tumpangan gabungan,tumpang gabung,2.0,2.0,0.0,0.0
Ride Hailing,Khusus Wanita,khusus wanita,,,2.0,0.0,2.0,100.0
Ride Hailing,Perjalanan Keluarga,perjalanan keluarga,perjalanan keluarga,jalan keluarga,2.0,2.0,0.0,0.0
Ride Hailing,Perjalanan Eksekutif,perjalanan eksekutif,perjalanan eksekutif,jalan eksekutif,2.0,2.0,0.0,0.0
Ride Hailing,Prioritas,prioritas,prioritas,prioritas,1.0,1.0,0.0,0.0
Ride Hailing,Kendaraan XL,kendaraan xl,kendaraan,kendara,2.0,1.0,1.0,50.0
Ride Hailing,Van,van,van,van,1.0,1.0,0.0,0.0
Ride Hailing,SUV,suv,suv,suv,1.0,1.0,0.0,0.0
Ride Hailing,Kendaraan Listrik,kendaraan listrik,kendaraan listrik,kendara listrik,2.0,2.0,0.0,0.0
Ride Hailing,Motor Listrik,motor listrik,motor listrik,motor listrik,2.0,2.0,0.0,0.0
Ride Hailing,Antar Bandara,antar bandara,bandara,bandara,2.0,1.0,1.0,50.0
Ride Hailing,Antar Stasiun,antar stasiun,stasiun,stasiun,2.0,1.0,1.0,50.0
Ride Hailing,Antar Hotel,antar hotel,hotel,hotel,2.0,1.0,1.0,50.0
Ride Hailing,Shuttle Online,shuttle online,shuttle,shuttle,2.0,1.0,1.0,50.0
Ride Hailing,Tur Kota,tur kota,tur kota,tur kota,2.0,2.0,0.0,0.0
Ride Hailing,Sewa Per Jam,sewa per jam,sewa jam,sewa jam,3.0,2.0,1.0,33.3
Ride Hailing,Sewa Harian,sewa harian,sewa harian,sewa hari,2.0,2.0,0.0,0.0
Ride Hailing,Sewa Mingguan,sewa mingguan,sewa mingguan,sewa minggu,2.0,2.0,0.0,0.0
Ride Hailing,Langganan Perjalanan,langganan perjalanan,langganan perjalanan,langgan jalan,2.0,2.0,0.0,0.0
Ride Hailing,Transport Karyawan,transport karyawan,transport karyawan,transport karyawan,2.0,2.0,0.0,0.0
Ride Hailing,Transport Mahasiswa,transport mahasiswa,transport mahasiswa,transport mahasiswa,2.0,2.0,0.0,0.0
Ride Hailing,Promo Perjalanan,promo perjalanan,perjalanan,jalan,2.0,1.0,1.0,50.0
Ride Hailing,Berbagi Motor,berbagi motor,berbagi motor,bagi motor,2.0,2.0,0.0,0.0
Ride Hailing,Berbagi Mobil,berbagi mobil,berbagi,bagi,2.0,1.0,1.0,50.0
Ride Hailing,Perjalanan Malam,perjalanan malam,perjalanan malam,jalan malam,2.0,2.0,0.0,0.0
Ride Hailing,Perjalanan Darurat,perjalanan darurat,perjalanan darurat,jalan darurat,2.0,2.0,0.0,0.0
Ride Hailing,Ramah Hewan Peliharaan,ramah hewan peliharaan,hewan peliharaan,hewan pelihara,3.0,2.0,1.0,33.3
Ride Hailing,Kursi Anak,kursi anak,kursi,kursi,2.0,1.0,1.0,50.0
Ride Hailing,Antar Paket + Penumpang,antar paket penumpang,penumpang,tumpang,4.0,1.0,3.0,75.0
Ride Hailing,Antar Kota,antar kota,kota,kota,2.0,1.0,1.0,50.0
Ride Hailing,Ke Kantor,ke kantor,kantor,kantor,2.0,1.0,1.0,50.0
Ride Hailing,Ke Kampus,ke kampus,kampus,kampus,2.0,1.0,1.0,50.0
Ride Hailing,Ke Mall,ke mall,mall,mall,2.0,1.0,1.0,50.0
Ride Hailing,Ke Rumah Sakit,ke rumah sakit,rumah,rumah,3.0,1.0,2.0,66.7
Ride Hailing,Ke Acara,ke acara,acara,acara,2.0,1.0,1.0,50.0
Ride Hailing,Pulang Pergi,pulang pergi,pulang pergi,pulang pergi,2.0,2.0,0.0,0.0
Ride Hailing,Multi Tujuan,multi tujuan,multi tujuan,multi tuju,2.0,2.0,0.0,0.0
Ride Hailing,Jadwal Pesan,jadwal pesan,jadwal pesan,jadwal pesan,2.0,2.0,0.0,0.0
Ride Hailing,Pesan Sekarang,pesan sekarang,pesan,pesan,2.0,1.0,1.0,50.0
Ride Hailing,Voucher Perjalanan,voucher perjalanan,perjalanan,jalan,2.0,1.0,1.0,50.0
Ride Hailing,Cashback Perjalanan,cashback perjalanan,perjalanan,jalan,2.0,1.0,1.0,50.0
Ride Hailing,Sedan Mewah,sedan mewah,sedan,sedan,2.0,1.0,1.0,50.0
Ride Hailing,MPV,mpv,mpv,mpv,1.0,1.0,0.0,0.0
Ride Hailing,Pickup,pickup,pickup,pickup,1.0,1.0,0.0,0.0
Ride Hailing,Paket Bulanan,paket bulanan,bulanan,bulan,2.0,1.0,1.0,50.0
Ride Hailing,Hemat Energi,hemat energi,energi,energi,2.0,1.0,1.0,50.0
Ride Hailing,Ramah Lingkungan,ramah lingkungan,lingkungan,lingkung,2.0,1.0,1.0,50.0
Ride Hailing,Driver Perempuan,driver perempuan,driver,driver,2.0,1.0,1.0,50.0
Ride Hailing,Ramah Lansia,ramah lansia,,,2.0,0.0,2.0,100.0
